13	13	13	115	192	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	192	217	192	166	13	13	13	
13	13	192	192	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	166	166	166	166	166	192	192	13	
13	192	166	115	115	141	141	115	115	115	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	115	141	115	115	115	141	166	217	
243	166	115	192	243	243	217	217	217	192	192	192	166	166	141	115	90	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	141	192	
192	141	141	217	243	217	217	217	192	192	192	192	166	166	166	141	115	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	115	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	141	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	115	90	64	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	166	166	166	141	115	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	243	243	243	243	141	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	243	243	243	243	141	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	217	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	217	115	90	166	
166	141	166	243	243	217	217	217	217	217	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	217	115	90	166	
166	141	166	243	243	217	217	217	217	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	217	115	90	166	
166	141	166	243	243	217	217	217	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	217	115	90	166	
166	141	166	243	243	217	217	217	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	243	217	115	90	166	
166	141	166	243	243	217	217	217	243	243	243	243	217	166	166	166	243	243	243	243	141	90	90	90	90	90	115	115	141	141	141	141	90	115	166	
166	141	166	243	243	217	217	217	243	243	243	243	192	166	141	166	243	243	243	243	115	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	243	243	243	243	217	166	166	166	243	243	243	243	141	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	243	243	243	243	192	166	166	166	217	192	166	141	115	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	115	90	64	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
166	141	166	243	243	217	217	217	192	192	192	192	166	166	166	166	115	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
192	141	141	217	243	217	217	217	217	192	192	192	166	166	166	141	115	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	115	166	
243	166	115	166	217	217	217	217	192	192	166	166	166	141	115	90	90	90	90	90	90	90	90	90	90	90	90	115	141	141	141	115	90	141	192	
13	217	166	115	90	115	115	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	115	141	115	115	115	141	192	243	
13	13	217	192	192	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	192	192	192	192	192	192	166	13	
